Skills Community,Category,Specialty Area,Work Role,Competency Group ID,Competency Group,Competency ID,Competency,K S or A,KSA ID,KSA
Intel (Cyber),Collect and Operate (CO),Cyber Operational Planning (OPL),Cyber Intel Planner (CO-OPL-001),CG03,Professional,C011,Critical Thinking,Ability,A0085,Ability to exercise judgment when policies are not well-defined.
Intel (Cyber),Collect and Operate (CO),Cyber Operational Planning (OPL),Cyber Intel Planner (CO-OPL-001),CG03,Professional,C011,Critical Thinking,Ability,A0096,Ability to interpret and understand complex and rapidly evolving concepts.
Intel (Cyber),Analyze (AN),All-Source Analysis (ASA),All-Source Analyst (AN-ASA-001),CG01,Technical,C012,Data Analysis,Skill,S0194,Skill in conducting non-attributable research.
Intel (Cyber),Analyze (AN),All-Source Analysis (ASA),All-Source Analyst (AN-ASA-001),CG01,Technical,C012,Data Analysis,Skill,S0218,"Skill in evaluating information for reliability, validity, and relevance."
Intel (Cyber),Analyze (AN),All-Source Analysis (ASA),All-Source Analyst (AN-ASA-001),CG01,Technical,C012,Data Analysis,Skill,S0227,Skill in identifying alternative analytical interpretations to minimize unanticipated outcomes.
Intel (Cyber),Analyze (AN),All-Source Analysis (ASA),All-Source Analyst (AN-ASA-001),CG01,Technical,C012,Data Analysis,Skill,S0288,"Skill in using multiple analytic tools, databases, and techniques (e.g., Analyst’s Notebook, A-Space, Anchory, M3, divergent/convergent thinking, link charts, matrices, etc.)."
Intel (Cyber),Analyze (AN),All-Source Analysis (ASA),All-Source Analyst (AN-ASA-001),CG01,Technical,C012,Data Analysis,Ability,A0084,"Ability to evaluate, analyze, and synthesize large quantities of data (which may be fragmented and contradictory) into high quality, fused targeting/intelligence products."
Intel (Cyber),Analyze (AN),All-Source Analysis (ASA),All-Source Analyst (AN-ASA-001),CG01,Technical,C012,Data Analysis,Ability,A0083,"Ability to evaluate information for reliability, validity, and relevance."
Intel (Cyber),Collect and Operate (CO),Cyber Operational Planning (OPL),Cyber Intel Planner (CO-OPL-001),CG01,Technical,C012,Data Analysis,Skill,S0218,"Skill in evaluating information for reliability, validity, and relevance."
Intel (Cyber),Analyze (AN),Language Analysis (LNG),Multi-Disciplined Language Analyst (AN-LNG-001),CG01,Technical,C012,Data Analysis,Knowledge,K0356,"Knowledge of analytic tools and techniques for language, voice and/or graphic material."
Intel (Cyber),Analyze (AN),Language Analysis (LNG),Multi-Disciplined Language Analyst (AN-LNG-001),CG01,Technical,C012,Data Analysis,Skill,S0187,"Skill in applying various analytical methods, tools, and techniques (e.g., competing hypotheses; chain of reasoning; scenario methods; denial and deception detection; high impact-low probability; network/association or link analysis; Bayesian, Delphi, and Pattern analyses)."
Intel (Cyber),Analyze (AN),Language Analysis (LNG),Multi-Disciplined Language Analyst (AN-LNG-001),CG01,Technical,C012,Data Analysis,Skill,S0195,Skill in conducting research using all available sources.
Intel (Cyber),Analyze (AN),Language Analysis (LNG),Multi-Disciplined Language Analyst (AN-LNG-001),CG01,Technical,C012,Data Analysis,Skill,S0198,Skill in conducting social network analysis.
Intel (Cyber),Analyze (AN),Language Analysis (LNG),Multi-Disciplined Language Analyst (AN-LNG-001),CG01,Technical,C012,Data Analysis,Skill,S0218,"Skill in evaluating information for reliability, validity, and relevance."
Intel (Cyber),Analyze (AN),Language Analysis (LNG),Multi-Disciplined Language Analyst (AN-LNG-001),CG01,Technical,C012,Data Analysis,Skill,S0277,"Skill in synthesizing, analyzing, and prioritizing meaning across data sets."
Intel (Cyber),Collect and Operate (CO),Collection Operations (CLO),All Source-Collection Manager (CO-CLO-001),CG01,Technical,C013,Data Management,Knowledge,K0382,Knowledge of collection capabilities and limitations.
Intel (Cyber),Collect and Operate (CO),Collection Operations (CLO),All Source-Collection Manager (CO-CLO-001),CG01,Technical,C013,Data Management,Knowledge,K0383,"Knowledge of collection capabilities, accesses, performance specifications, and constraints utilized to satisfy collection plan."
Intel (Cyber),Collect and Operate (CO),Collection Operations (CLO),All Source-Collection Manager (CO-CLO-001),CG01,Technical,C013,Data Management,Knowledge,K0386,Knowledge of collection management tools.
Intel (Cyber),Collect and Operate (CO),Collection Operations (CLO),All Source-Collection Manager (CO-CLO-001),CG01,Technical,C013,Data Management,Knowledge,K0387,Knowledge of collection planning process and collection plan.
Intel (Cyber),Collect and Operate (CO),Collection Operations (CLO),All Source-Collection Manager (CO-CLO-001),CG01,Technical,C013,Data Management,Knowledge,K0390,Knowledge of collection strategies.
Intel (Cyber),Collect and Operate (CO),Collection Operations (CLO),All Source-Collection Manager (CO-CLO-001),CG01,Technical,C013,Data Management,Knowledge,K0401,Knowledge of criteria for evaluating collection products.
Intel (Cyber),Collect and Operate (CO),Collection Operations (CLO),All Source-Collection Manager (CO-CLO-001),CG01,Technical,C013,Data Management,Knowledge,K0404,Knowledge of current collection requirements.
Intel (Cyber),Collect and Operate (CO),Collection Operations (CLO),All Source-Collection Manager (CO-CLO-001),CG01,Technical,C013,Data Management,Knowledge,K0467,"Knowledge of internal and external partner organization capabilities and limitations (those with tasking, collection, processing, exploitation and dissemination responsibilities)."
Intel (Cyber),Collect and Operate (CO),Collection Operations (CLO),All Source-Collection Manager (CO-CLO-001),CG01,Technical,C013,Data Management,Knowledge,K0482,Knowledge of methods for ascertaining collection asset posture and availability.
Intel (Cyber),Collect and Operate (CO),Collection Operations (CLO),All Source-Collection Manager (CO-CLO-001),CG01,Technical,C013,Data Management,Knowledge,K0492,Knowledge of non-traditional collection methodologies.
Intel (Cyber),Collect and Operate (CO),Collection Operations (CLO),All Source-Collection Manager (CO-CLO-001),CG01,Technical,C013,Data Management,Knowledge,K0505,Knowledge of organization objectives and associated demand on collection management.
Intel (Cyber),Collect and Operate (CO),Collection Operations (CLO),All Source-Collection Manager (CO-CLO-001),CG01,Technical,C013,Data Management,Knowledge,K0522,Knowledge of production exploitation and dissemination needs and architectures. 
Intel (Cyber),Collect and Operate (CO),Collection Operations (CLO),All Source-Collection Manager (CO-CLO-001),CG01,Technical,C013,Data Management,Knowledge,K0558,Knowledge of the available tools and applications associated with collection requirements and collection management.
Intel (Cyber),Collect and Operate (CO),Collection Operations (CLO),All Source-Collection Manager (CO-CLO-001),CG01,Technical,C013,Data Management,Knowledge,K0562,"Knowledge of the capabilities and limitations of new and emerging collection capabilities, accesses and/or processes."
Intel (Cyber),Collect and Operate (CO),Collection Operations (CLO),All Source-Collection Manager (CO-CLO-001),CG01,Technical,C013,Data Management,Knowledge,K0569,"Knowledge of the existent tasking, collection, processing, exploitation and dissemination architecture."
Intel (Cyber),Collect and Operate (CO),Collection Operations (CLO),All Source-Collection Manager (CO-CLO-001),CG01,Technical,C013,Data Management,Skill,S0305,Skill to access the databases where plans/directives/guidance are maintained.
Intel (Cyber),Collect and Operate (CO),Collection Operations (CLO),All Source-Collection Manager (CO-CLO-001),CG01,Technical,C013,Data Management,Skill,S0325,Skill to develop a collection plan that clearly shows the discipline that can be used to collect the information needed.
Intel (Cyber),Collect and Operate (CO),Collection Operations (CLO),All Source-Collection Requirements Manager (CO-CLO-002),CG01,Technical,C013,Data Management,Knowledge,K0382,Knowledge of collection capabilities and limitations.
Intel (Cyber),Collect and Operate (CO),Collection Operations (CLO),All Source-Collection Requirements Manager (CO-CLO-002),CG01,Technical,C013,Data Management,Knowledge,K0383,"Knowledge of collection capabilities, accesses, performance specifications, and constraints utilized to satisfy collection plan."
Intel (Cyber),Collect and Operate (CO),Collection Operations (CLO),All Source-Collection Requirements Manager (CO-CLO-002),CG01,Technical,C013,Data Management,Knowledge,K0386,Knowledge of collection management tools.
Intel (Cyber),Collect and Operate (CO),Collection Operations (CLO),All Source-Collection Requirements Manager (CO-CLO-002),CG01,Technical,C013,Data Management,Knowledge,K0387,Knowledge of collection planning process and collection plan.
Intel (Cyber),Collect and Operate (CO),Collection Operations (CLO),All Source-Collection Requirements Manager (CO-CLO-002),CG01,Technical,C013,Data Management,Knowledge,K0390,Knowledge of collection strategies.
Intel (Cyber),Collect and Operate (CO),Collection Operations (CLO),All Source-Collection Requirements Manager (CO-CLO-002),CG01,Technical,C013,Data Management,Knowledge,K0401,Knowledge of criteria for evaluating collection products.
Intel (Cyber),Collect and Operate (CO),Collection Operations (CLO),All Source-Collection Requirements Manager (CO-CLO-002),CG01,Technical,C013,Data Management,Knowledge,K0404,Knowledge of current collection requirements.
Intel (Cyber),Collect and Operate (CO),Collection Operations (CLO),All Source-Collection Requirements Manager (CO-CLO-002),CG01,Technical,C013,Data Management,Knowledge,K0421,"Knowledge of databases, portals and associated dissemination vehicles."
Intel (Cyber),Collect and Operate (CO),Collection Operations (CLO),All Source-Collection Requirements Manager (CO-CLO-002),CG01,Technical,C013,Data Management,Knowledge,K0467,"Knowledge of internal and external partner organization capabilities and limitations (those with tasking, collection, processing, exploitation and dissemination responsibilities)."
Intel (Cyber),Collect and Operate (CO),Collection Operations (CLO),All Source-Collection Requirements Manager (CO-CLO-002),CG01,Technical,C013,Data Management,Knowledge,K0482,Knowledge of methods for ascertaining collection asset posture and availability.
Intel (Cyber),Collect and Operate (CO),Collection Operations (CLO),All Source-Collection Requirements Manager (CO-CLO-002),CG01,Technical,C013,Data Management,Knowledge,K0492,Knowledge of non-traditional collection methodologies.
Intel (Cyber),Collect and Operate (CO),Collection Operations (CLO),All Source-Collection Requirements Manager (CO-CLO-002),CG01,Technical,C013,Data Management,Knowledge,K0505,Knowledge of organization objectives and associated demand on collection management.
Intel (Cyber),Collect and Operate (CO),Collection Operations (CLO),All Source-Collection Requirements Manager (CO-CLO-002),CG01,Technical,C013,Data Management,Knowledge,K0558,Knowledge of the available tools and applications associated with collection requirements and collection management.
Intel (Cyber),Collect and Operate (CO),Collection Operations (CLO),All Source-Collection Requirements Manager (CO-CLO-002),CG01,Technical,C013,Data Management,Knowledge,K0562,"Knowledge of the capabilities and limitations of new and emerging collection capabilities, accesses and/or processes."
Intel (Cyber),Collect and Operate (CO),Collection Operations (CLO),All Source-Collection Requirements Manager (CO-CLO-002),CG01,Technical,C013,Data Management,Knowledge,K0569,"Knowledge of the existent tasking, collection, processing, exploitation and dissemination architecture."
Intel (Cyber),Collect and Operate (CO),Collection Operations (CLO),All Source-Collection Requirements Manager (CO-CLO-002),CG01,Technical,C013,Data Management,Skill,S0305,Skill to access the databases where plans/directives/guidance are maintained.
